City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
"bandarbeyla,so",9.4942,50.8122,80.8,66,21,20.65,SO,1626923775
"mopipi,bw",-21.1833,24.8833,46.6,21,0,8.77,BW,1626923475
"red bluff,us",40.1785,-122.2358,94.69,18,1,6.91,US,1626923775
"balabac,ph",7.9868,117.0645,85.8,72,100,16.58,PH,1626923775
"shizunai,jp",42.3339,142.3669,71.69,83,100,5.17,JP,1626923776
"mbekenyera,tz",-10.0,38.9833,64.11,96,18,2.91,TZ,1626923776
"dandong,cn",40.1292,124.3947,87.15,65,100,3.0,CN,1626923776
"anadyr,ru",64.75,177.4833,59.5,58,20,8.95,RU,1626923701
"kamenka,ru",51.3223,42.7678,64.29,93,100,10.56,RU,1626923777
"mastic beach,us",40.7668,-72.8521,73.6,84,1,1.01,US,1626923777
"katherine,au",-14.4667,132.2667,88.12,11,98,5.75,AU,1626923777
"oktyabrskiy,ru",54.4815,53.471,72.27,54,11,4.21,RU,1626923778
"danielskuil,za",-28.1887,23.5395,28.04,78,2,8.48,ZA,1626923778
"coquimbo,cl",-29.9533,-71.3436,49.73,93,90,3.44,CL,1626923585
"santiago del estero,ar",-27.7951,-64.2615,54.81,31,4,8.75,AR,1626923779
"new norfolk,au",-42.7826,147.0587,56.91,69,99,7.0,AU,1626923640
"maniitsoq,gl",65.4167,-52.9,42.62,82,95,8.86,GL,1626923779
"carmen,cr",9.8728,-83.9211,66.96,84,100,3.83,CR,1626923779
"vilhena,br",-12.7406,-60.1458,67.14,47,0,2.66,BR,1626923779
"aklavik,ca",68.2191,-135.0107,85.03,30,64,11.79,CA,1626923780
"barrow,us",71.2906,-156.7887,37.42,87,90,19.57,US,1626923780
"pevek,ru",69.7008,170.3133,43.25,68,2,7.43,RU,1626923615
"madang,pg",-5.2246,145.7966,83.44,78,84,5.1,PG,1626923780
"yima,cn",34.7381,111.8839,73.53,95,100,7.07,CN,1626923781
"curuca,br",-0.7289,-47.8481,73.44,97,27,4.81,BR,1626923781
"hamilton,bm",32.2915,-64.778,81.0,88,20,8.01,BM,1626923781
"santa fe,cu",23.1292,-82.2613,79.0,85,26,8.14,CU,1626923782
"lorengau,pg",-2.0226,147.2712,84.22,71,100,5.55,PG,1626923591
"mugur-aksy,ru",50.35,90.5,67.33,44,100,3.58,RU,1626923782
"sandwick,gb",60.0,-1.25,51.62,100,90,10.36,GB,1626923782
"ha tinh,vn",18.3333,105.9,79.3,85,100,9.73,VN,1626923783
"zhuhai,cn",22.2769,113.5678,89.98,84,40,6.91,CN,1626923783
"potosi,bo",-19.5836,-65.7531,40.51,63,70,3.36,BO,1626923783
"itarema,br",-2.9248,-39.9167,77.86,84,3,14.99,BR,1626923784
"butaritari,ki",3.0707,172.7902,83.23,73,24,12.19,KI,1626923493
"tsaratanana,mg",-16.7833,47.65,65.35,75,15,12.03,MG,1626923784
"jesus del monte,mx",19.1081,-99.9944,53.87,92,98,7.38,MX,1626923784
"whitehorse,ca",60.7161,-135.0538,65.17,59,75,8.99,CA,1626923785
"provideniya,ru",64.3833,-173.3,51.91,66,75,11.18,RU,1626923602
"ziro,in",27.6333,93.8333,63.34,66,95,0.74,IN,1626923785
"shelburne,ca",44.0787,-80.2041,61.52,63,1,8.3,CA,1626923708
"ust-tsilma,ru",65.441,52.1498,48.34,77,33,5.21,RU,1626923786
"ailigandi,pa",9.2333,-78.0167,81.86,85,87,5.66,PA,1626923786
"rongcheng,cn",30.634,117.8517,87.89,59,23,6.46,CN,1626923786
"northam,au",-31.6667,116.6667,57.22,65,4,3.87,AU,1626923787
"strelka,ru",58.0728,93.0344,70.7,56,28,4.47,RU,1626923787
"aksarka,ru",66.5606,67.7975,63.21,58,72,13.35,RU,1626923787
"yar-sale,ru",66.8333,70.8333,61.32,67,4,12.55,RU,1626923787
"lamar,us",33.6668,-95.5836,78.53,78,1,4.61,US,1626923749
"baie-comeau,ca",49.2168,-68.1489,58.1,89,97,2.35,CA,1626923518
"teguise,es",29.0605,-13.564,66.42,78,0,19.57,ES,1626923788
"port elizabeth,za",-33.918,25.5701,45.1,87,75,29.93,ZA,1626923583
"culpeper,us",38.5004,-77.9664,76.91,68,40,1.99,US,1626923788
"hami,cn",42.8,93.45,94.35,16,35,2.64,CN,1626923789
"broken hill,au",-31.95,141.4333,41.95,84,100,24.0,AU,1626923789
"lebu,cl",-37.6167,-73.65,50.7,92,100,4.05,CL,1626923630
"nome,us",64.5011,-165.4064,49.15,76,75,17.27,US,1626923789
"zyryanka,ru",65.75,150.85,55.35,95,100,13.65,RU,1626923790
"new richmond,ca",48.1651,-65.8656,57.58,95,100,4.97,CA,1626923790
"vao,nc",-22.6667,167.4833,70.95,67,99,13.11,NC,1626923790
"flinders,au",-34.5833,150.8552,65.05,53,1,4.0,AU,1626923791
"great yarmouth,gb",52.6083,1.7305,60.94,91,0,5.06,GB,1626923791
"puerto suarez,bo",-18.95,-57.8,67.14,26,95,2.33,BO,1626923791
"nakhon ratchasima,th",15.0,102.1667,90.91,91,75,11.5,TH,1626923792
"riorges,fr",46.0418,4.0497,60.98,90,38,0.56,FR,1626923792
"oranjemund,na",-28.55,16.4333,50.76,68,4,11.3,NA,1626923792
"hualmay,pe",-11.0964,-77.6139,63.0,84,11,9.44,PE,1626923793
"dudinka,ru",69.4058,86.1778,65.48,49,100,19.19,RU,1626923793
"tiznit,ma",29.5833,-9.5,85.44,27,6,6.71,MA,1626923793
"nanortalik,gl",60.1432,-45.2371,42.73,99,100,12.19,GL,1626923794
"hambantota,lk",6.1241,81.1185,81.99,74,100,20.27,LK,1626923602
"derbent,ru",42.0678,48.2899,84.31,55,66,3.31,RU,1626923794
"bucarasica,co",8.041,-72.8654,67.41,77,97,3.56,CO,1626923794
"carahue,cl",-38.7,-73.1667,48.4,95,100,0.83,CL,1626923795
"champerico,gt",14.3,-91.9167,83.03,77,50,3.2,GT,1626923794
"luganville,vu",-15.5333,167.1667,82.51,70,41,7.92,VU,1626923795
"sur,om",22.5667,59.5289,93.72,52,61,8.57,OM,1626923510
"trinidad,cu",21.8019,-79.9842,79.11,86,1,4.52,CU,1626923795
"east london,za",-33.0153,27.9116,47.34,66,0,16.11,ZA,1626923795
"esperance,au",-33.8667,121.9,56.77,57,68,17.02,AU,1626923796
"celestun,mx",20.8667,-90.4,82.96,77,1,12.84,MX,1626923796
"salumbar,in",24.1333,74.05,87.28,67,61,12.86,IN,1626923797
"oktyabrskoye,ru",43.0645,44.7417,73.54,68,6,6.71,RU,1626923797
"the valley,ai",18.217,-63.0578,82.26,78,2,20.6,AI,1626923521
"ereymentau,kz",51.6199,73.1033,71.98,46,0,7.61,KZ,1626923797
"sao filipe,cv",14.8961,-24.4956,76.03,87,52,5.26,CV,1626923798
"samarai,pg",-10.6167,150.6667,78.31,72,93,14.07,PG,1626923765
"mezen,ru",65.8522,44.24,50.58,67,93,8.66,RU,1626923798
"kushima,jp",31.4583,131.2333,83.71,82,100,13.58,JP,1626923798
"zyryanskoye,ru",56.8306,86.6258,70.81,68,69,1.07,RU,1626923799
"thompson,ca",55.7435,-97.8558,68.16,68,90,3.44,CA,1626923741
"beni,cd",0.5,29.4667,63.21,96,93,1.16,CD,1626923799
"mar del plata,ar",-38.0023,-57.5575,52.12,44,100,13.0,AR,1626923700
"bridlington,gb",54.0831,-0.1919,62.29,87,16,5.26,GB,1626923799
"rypefjord,no",70.6333,23.6667,45.07,100,75,10.36,NO,1626923800
"brigantine,us",39.4101,-74.3646,72.01,95,1,4.61,US,1626923800
"la ronge,ca",55.1001,-105.2842,66.92,57,0,5.37,CA,1626923625
"anloga,gh",5.7947,0.8973,77.05,79,97,13.85,GH,1626923800
"san andres,co",12.5847,-81.7006,84.22,74,75,17.27,CO,1626923801
"nemuro,jp",43.3236,145.575,79.23,91,87,9.24,JP,1626923779
"aswan,eg",24.0934,32.907,90.09,23,88,8.63,EG,1626923801
"havoysund,no",70.9963,24.6622,45.48,91,100,15.1,NO,1626923801
"aksu,kz",52.0333,76.9167,78.78,49,0,9.13,KZ,1626923802
"salalah,om",17.0151,54.0924,78.89,94,90,4.61,OM,1626923802
"nyakahanga,tz",-1.6033,31.1414,59.61,56,3,3.33,TZ,1626923802
"kassala,sd",15.451,36.4,72.86,81,98,12.71,SD,1626923802
"atar,mr",20.5169,-13.0499,84.27,16,5,7.99,MR,1626923698
"sabang,id",5.8933,95.3214,83.32,73,66,20.87,ID,1626923803
"baghdad,iq",33.3406,44.4009,87.71,27,0,6.91,IQ,1626923711
"kamogawa,jp",35.1,140.1,89.65,64,19,5.59,JP,1626923803
"plettenberg bay,za",-34.0527,23.3716,48.61,75,98,22.91,ZA,1626923803
"rundu,na",-17.9333,19.7667,47.61,49,0,6.87,NA,1626923804
"guiratinga,br",-16.3494,-53.7583,67.28,34,0,3.67,BR,1626923804
"orshanka,ru",56.9161,47.8933,60.64,73,100,4.5,RU,1626923804
"tiksi,ru",71.6872,128.8694,40.69,92,100,7.38,RU,1626923805
"acapulco,mx",16.8634,-99.8901,81.09,85,62,6.22,MX,1626923749
"martapura,id",-3.4167,114.85,77.09,88,75,6.91,ID,1626923805
"adelaide,za",-32.7075,26.2956,39.94,73,67,20.56,ZA,1626923805
"atuona,pf",-9.8,-139.0333,77.49,67,18,14.52,PF,1626923575
"ilulissat,gl",69.2167,-51.1,42.82,81,75,0.0,GL,1626923806
"severobaykalsk,ru",55.65,109.3167,63.34,62,10,2.48,RU,1626923806
"muroto,jp",33.2833,134.15,86.04,78,100,13.18,JP,1626923806
"palmerston,au",-12.486,130.9833,88.93,48,0,6.91,AU,1626923807
"capao bonito,br",-24.0058,-48.3494,45.43,75,0,4.32,BR,1626923807
"poirino,it",44.9208,7.8469,71.74,95,2,3.62,IT,1626923807
"nsunga,tz",-1.1439,31.3947,61.75,65,2,2.66,TZ,1626923808
"cayenne,gf",4.9333,-52.3333,82.09,82,0,1.01,GF,1626923808
"letterkenny,ie",54.95,-7.7333,62.13,94,99,1.79,IE,1626923808
"san alberto,py",-24.9667,-54.9,54.27,57,0,4.45,PY,1626923809
"mokhsogollokh,ru",61.4681,128.9203,79.83,35,0,9.84,RU,1626923809
"bonavista,ca",48.6499,-53.1147,51.12,90,88,11.01,CA,1626923809
"hermiston,us",45.8404,-119.2895,80.85,37,1,17.27,US,1626923790
"vanino,ru",49.0869,140.2543,77.29,73,100,5.1,RU,1626923810
"saint-philippe,re",-21.3585,55.7679,67.55,78,45,15.19,RE,1626923810
"shimoda,jp",34.6667,138.95,85.1,70,3,7.45,JP,1626923810
"tambovka,ru",50.0969,128.0489,89.71,55,82,5.86,RU,1626923811
"kodiak,us",57.79,-152.4072,54.7,87,99,6.2,US,1626923811
"ahipara,nz",-35.1667,173.1667,58.19,87,96,7.99,NZ,1626923811
"burnie,au",-41.0667,145.9167,51.93,82,100,8.21,AU,1626923811
"viedma,ar",-40.8135,-62.9967,50.65,49,100,11.61,AR,1626923812
"sao jose da laje,br",-9.0097,-36.0583,69.76,97,43,3.74,BR,1626923812
"sosnovo-ozerskoye,ru",52.5249,111.5418,56.44,98,100,7.4,RU,1626923812
"muncar,id",-8.4333,114.3333,80.78,67,94,6.62,ID,1626923813
"hasaki,jp",35.7333,140.8333,93.29,69,8,7.87,JP,1626923813
"coihaique,cl",-45.5752,-72.0662,48.15,76,0,5.75,CL,1626923813
"paita,pe",-5.0892,-81.1144,66.09,84,1,12.28,PE,1626923814
"tupancireta,br",-29.0806,-53.8358,47.73,66,0,6.49,BR,1626923814
"itupiranga,br",-5.1347,-49.3267,77.79,60,66,2.33,BR,1626923814
"gwanda,zw",-20.9333,29.0,48.45,36,0,5.14,ZW,1626923815
"carballo,es",43.213,-8.691,63.55,94,96,2.3,ES,1626923815
"bukachacha,ru",52.9833,116.9167,67.77,97,100,4.32,RU,1626923815
"sovetskaya,ru",44.7769,41.1722,75.33,91,78,5.82,RU,1626923815
"la florida,hn",14.1071,-87.168,69.39,78,40,4.61,HN,1626923816
"guymon,us",36.6828,-101.4816,73.4,64,1,9.22,US,1626923816
"ancud,cl",-41.8697,-73.8203,49.53,88,100,12.44,CL,1626923817
"aktas,kz",49.7789,72.9608,69.55,46,0,12.35,KZ,1626923817
"tzucacab,mx",20.0667,-89.05,81.05,72,1,7.09,MX,1626923817
"senneterre,ca",48.3835,-77.2328,57.42,72,5,4.23,CA,1626923818
"bandiagara,ml",14.3501,-3.6104,75.63,55,44,10.22,ML,1626923818
"pakxan,la",18.3778,103.6601,75.6,96,100,6.24,LA,1626923818
"hurricane,us",37.1753,-113.2899,91.87,53,100,6.46,US,1626923818
"mashhad,ir",36.297,59.6062,80.74,47,0,0.0,IR,1626923819
"autun,fr",46.95,4.3,57.65,97,46,2.53,FR,1626923819
"poway,us",32.9628,-117.0359,83.71,68,1,1.99,US,1626923642
"whitley bay,gb",55.0397,-1.4471,61.02,99,90,1.14,GB,1626923819
"axim,gh",4.8699,-2.2405,75.29,83,86,8.32,GH,1626923820
"vostok,ru",46.4856,135.8833,85.15,52,33,6.38,RU,1626923820
"chegdomyn,ru",51.1167,133.0167,86.31,54,95,3.69,RU,1626923820
"aldan,ru",58.6031,125.3894,68.95,62,100,0.38,RU,1626923821
"capitao poco,br",-1.7464,-47.0594,71.15,97,21,4.07,BR,1626923821
"muros,es",42.7762,-9.0603,62.69,89,32,3.98,ES,1626923821
"bengkulu,id",-3.8004,102.2655,82.78,65,72,1.14,ID,1626923537
"aripuana,br",-9.1667,-60.6333,73.13,51,0,2.64,BR,1626923821
"heihe,cn",50.2441,127.4902,90.18,58,72,5.59,CN,1626923822
"san ignacio,pe",-5.1458,-79.0014,59.92,94,43,2.64,PE,1626923822
"sangar,ru",63.9242,127.4739,74.59,49,57,7.4,RU,1626923823
"khandyga,ru",62.6667,135.6,68.22,66,99,7.56,RU,1626923823
"mahibadhoo,mv",3.7833,72.9667,83.23,75,100,15.14,MV,1626923823
"sept-iles,ca",50.2001,-66.3821,62.06,79,75,0.0,CA,1626923779
"hirara,jp",24.8,125.2833,84.47,84,75,36.82,JP,1626923824
"qandala,so",11.472,49.8728,87.48,52,31,20.11,SO,1626923824
"san cristobal,ec",-0.9045,-89.6174,73.53,88,99,13.38,EC,1626923824
"peniche,pt",39.3558,-9.3811,63.88,89,8,10.87,PT,1626923825
"tezu,in",27.9167,96.1667,89.78,60,70,2.44,IN,1626923825
"gambela,et",8.25,34.5833,67.62,89,99,3.02,ET,1626923825
"sokode,tg",8.9833,1.1333,69.12,87,83,2.68,TG,1626923826
"constitucion,mx",23.9912,-104.6749,69.13,70,100,6.67,MX,1626923826
"yining,cn",29.0361,114.5636,92.61,50,15,2.93,CN,1626923826
"gandorhun,sl",7.5,-11.8333,74.32,88,100,2.21,SL,1626923827
"karratha,au",-20.7377,116.8463,81.36,38,7,11.3,AU,1626923804
"kindu,cd",-2.95,25.95,71.24,47,0,2.28,CD,1626923827
"vardo,no",70.3705,31.1107,44.8,89,100,17.07,NO,1626923827
"marrakesh,ma",31.6315,-8.0083,80.67,44,20,4.61,MA,1626923828
"severnyy,ru",50.677,36.5532,62.64,88,0,8.95,RU,1626923828
"chicama,pe",-7.8447,-79.1469,64.72,85,27,6.4,PE,1626923828
"saldanha,za",-33.0117,17.9442,39.25,64,48,14.09,ZA,1626923793
"saint-georges,gf",3.9,-51.8,73.36,98,50,1.99,GF,1626923829
"baykit,ru",61.67,96.37,69.12,65,48,1.57,RU,1626923829
"college,us",64.8569,-147.8028,80.55,41,75,6.91,US,1626923829
"xinxiang,cn",35.3089,113.8672,76.14,90,100,9.53,CN,1626923829
"midrand,za",-25.9636,28.1378,41.7,38,0,5.75,ZA,1626923830
"sakakah,sa",29.9697,40.2064,85.57,28,0,6.46,SA,1626923830
"dingle,ie",52.1408,-10.2689,64.99,79,98,6.91,IE,1626923830
"ostrovnoy,ru",68.0531,39.5131,47.95,78,100,7.07,RU,1626923831
"torbay,ca",47.6666,-52.7314,50.76,98,90,13.8,CA,1626923831
"porto santo,pt",33.072,-16.3415,70.18,83,40,11.5,PT,1626923831
"intipuca,sv",13.1969,-88.0544,85.95,62,5,3.44,SV,1626923831
"hudiksvall,se",61.729,17.1036,55.09,67,49,5.14,SE,1626923832
"avarua,ck",-21.2078,-159.775,78.85,73,20,5.75,CK,1626923832
"kendari,id",-3.945,122.4989,82.81,68,97,0.69,ID,1626923748
"labuhan,id",-6.8844,112.2051,84.81,62,88,3.83,ID,1626923833
"hervey bay,au",-25.2986,152.8535,67.01,53,5,1.01,AU,1626923584
"asbe teferi,et",9.0833,40.8667,60.03,81,93,4.14,ET,1626923833
"pahrump,us",36.2083,-115.9839,97.25,24,90,1.01,US,1626923639
"ribeira grande,pt",38.5167,-28.7,67.89,72,36,13.47,PT,1626923833
"san luis,ar",-33.295,-66.3356,53.58,34,100,4.97,AR,1626923834
"merauke,id",-8.4667,140.3333,81.64,72,66,15.46,ID,1626923834
"ixtapa,mx",20.7,-105.2,79.97,93,100,0.6,MX,1626923834
"eureka,us",40.8021,-124.1637,61.18,77,2,1.99,US,1626923732
"preobrazheniye,ru",42.9019,133.9064,82.63,75,32,7.67,RU,1626923835
"licata,it",37.1071,13.9461,80.08,60,0,4.65,IT,1626923835
"padampur,in",29.6833,73.6167,88.79,60,60,6.58,IN,1626923835
"port keats,au",-14.25,129.55,87.58,19,100,5.08,AU,1626923799
"wittlich,de",49.9833,6.8833,62.82,84,1,0.0,DE,1626923836
"vila franca do campo,pt",37.7167,-25.4333,66.61,78,77,5.79,PT,1626923836
"puerto ayora,ec",-0.7393,-90.3518,71.55,93,99,7.0,EC,1626923836
"aykhal,ru",66.0,111.5,67.69,62,25,9.55,RU,1626923837
"antsohihy,mg",-14.8796,47.9875,71.11,64,0,9.91,MG,1626923837
"puerto madero,mx",14.7208,-92.4215,83.39,75,44,1.3,MX,1626923837
"kamaishi,jp",39.2667,141.8833,83.35,87,100,6.06,JP,1626923838
"margate,za",-30.8636,30.3705,53.67,45,2,13.29,ZA,1626923838
"bonthe,sl",7.5264,-12.505,77.61,79,100,5.03,SL,1626923839
"klyuchi,ru",52.2667,79.1667,73.22,51,0,9.64,RU,1626923839
"grand gaube,mu",-20.0064,57.6608,67.37,79,90,5.99,MU,1626923839
"banda aceh,id",5.5577,95.3222,85.86,64,67,13.85,ID,1626923840
"nizhneudinsk,ru",54.9076,99.0276,68.97,77,91,2.82,RU,1626923840
"westlock,ca",54.1502,-113.8688,66.36,71,25,2.82,CA,1626923840
"faanui,pf",-16.4833,-151.75,79.2,76,15,16.89,PF,1626923841
"terrace bay,ca",48.7834,-87.1,53.22,71,99,5.37,CA,1626923841
"port blair,in",11.6667,92.75,82.56,85,100,22.48,IN,1626923841
"matranovak,hu",48.0381,19.9826,56.98,81,13,1.45,HU,1626923841
"tahe,cn",52.3333,124.7333,92.86,43,60,4.27,CN,1626923842
"olinda,br",-8.0089,-34.8553,76.73,65,40,13.8,BR,1626923683
"sargatskoye,ru",55.6101,73.4972,73.81,52,43,11.12,RU,1626923842
"pisco,pe",-13.7,-76.2167,62.65,82,90,3.44,PE,1626923609
"korhogo,ci",9.45,-5.6333,71.4,85,37,6.33,CI,1626923842
"biltine,td",14.5333,20.9167,75.94,68,100,8.63,TD,1626923843
"cozumel,mx",20.5083,-86.9458,81.0,90,2,7.0,MX,1626923843
"geraldton,au",-28.7667,114.6,65.12,77,40,8.05,AU,1626923843
"paramirim,br",-13.4425,-42.2389,63.57,81,0,7.61,BR,1626923844
"sinnamary,gf",5.3833,-52.95,79.2,84,12,8.28,GF,1626923825
"north platte,us",41.1239,-100.7654,79.99,60,1,5.99,US,1626923641
"longyearbyen,sj",78.2186,15.6401,42.64,70,20,0.0,SJ,1626923685
"dordrecht,za",-31.372,27.0488,29.23,83,93,12.39,ZA,1626923844
"libreville,ga",0.3925,9.4537,75.22,83,40,9.22,GA,1626923802
"puerto cabezas,ni",14.0351,-83.3888,79.48,87,100,12.71,NI,1626923844
"ocean city,us",39.2776,-74.5746,71.98,89,0,1.99,US,1626923648
"ponta delgada,pt",37.7333,-25.6667,66.92,77,20,8.05,PT,1626923845
"te anau,nz",-45.4167,167.7167,46.38,81,44,3.2,NZ,1626923725
"pizhma,ru",57.8642,47.1171,58.03,80,100,4.7,RU,1626923845
"santa maria,cv",16.6,-22.9,75.79,88,20,8.05,CV,1626923846
"aberdeen,us",45.4647,-98.4865,80.58,60,1,1.01,US,1626923846
"vaini,to",-21.2,-175.2,78.96,78,20,10.36,TO,1626923846
"ugoofaaru,mv",5.6667,73.0,82.92,75,93,17.43,MV,1626923847
"narsaq,gl",60.9167,-46.05,48.42,96,42,0.69,GL,1626923847
"estacion coahuila,mx",32.1939,-115.0017,104.54,40,69,17.29,MX,1626923848
"bandipur,in",11.6663,76.6286,67.33,88,100,9.98,IN,1626923848
"sehithwa,bw",-20.4667,22.7167,46.36,34,0,7.29,BW,1626923848
"sisimiut,gl",66.9395,-53.6735,43.77,81,98,5.21,GL,1626923848
"jaisalmer,in",26.9147,70.9181,84.85,67,1,13.53,IN,1626923849
"pokhara,np",28.2333,83.9833,75.79,82,100,1.3,NP,1626923849
"kamyaran,ir",34.7956,46.9355,76.95,28,56,0.76,IR,1626923850
"yarmouth,ca",43.8335,-66.1156,65.3,98,90,6.91,CA,1626923795
"ust-ilimsk,ru",58.0006,102.6619,62.83,87,100,1.57,RU,1626923850
"port hardy,ca",50.6996,-127.4199,55.58,94,90,5.75,CA,1626923708
"vanavara,ru",60.34,102.2797,67.77,56,96,3.87,RU,1626923850
"ust-barguzin,ru",53.45,108.9833,60.84,79,99,1.99,RU,1626923851
"bantry,ie",51.6833,-9.45,63.88,89,97,6.69,IE,1626923851
"chapais,ca",49.7834,-74.8492,62.38,55,99,2.04,CA,1626923851
"hobyo,so",5.3505,48.5268,77.16,77,73,19.62,SO,1626923852
"walvis bay,na",-22.9575,14.5053,47.35,71,0,2.3,NA,1626923852
"eydhafushi,mv",5.1033,73.0708,83.3,73,96,16.62,MV,1626923853
"jiayuguan,cn",39.8167,98.3,78.71,40,100,8.81,CN,1626923853
"ponta do sol,cv",17.1994,-25.0919,76.78,90,75,6.31,CV,1626923853
"isagarh,in",24.8333,77.8833,81.68,76,99,11.18,IN,1626923853
"medina del campo,es",41.3124,-4.9141,71.71,38,0,4.54,ES,1626923854
"bahile,ph",9.9995,118.7878,87.64,57,100,14.61,PH,1626923854
"esfahan,ir",32.6572,51.6776,71.24,15,32,4.68,IR,1626923854
"tyukhtet,ru",56.5389,89.3011,72.05,55,62,1.16,RU,1626923855
"kawalu,id",-7.3817,108.2082,82.11,65,62,4.34,ID,1626923855
"cabot,us",34.9745,-92.0165,80.65,74,90,4.61,US,1626923856
"havelock,nz",-41.2833,173.7667,52.9,86,99,1.74,NZ,1626923856
"nelson bay,au",-32.7167,152.15,65.28,50,38,1.99,AU,1626923856
"nkhotakota,mw",-12.9274,34.2961,65.91,73,0,3.89,MW,1626923857
"pochutla,mx",15.7432,-96.4661,80.82,91,98,4.16,MX,1626923857
"mahanoro,mg",-19.9,48.8,64.47,87,59,5.44,MG,1626923857
"dodge city,us",37.7528,-100.0171,75.25,59,1,8.01,US,1626923728
"gusau,ng",12.1628,6.6614,74.68,81,63,7.27,NG,1626923858
"san jeronimo,mx",29.3707,-110.79,89.56,40,0,11.07,MX,1626923858
"belomorsk,ru",64.5232,34.7668,52.65,68,78,6.73,RU,1626923858
"tasiilaq,gl",65.6145,-37.6368,41.16,98,100,8.63,GL,1626923858
"laguna,br",-28.4825,-48.7808,51.26,84,0,3.69,BR,1626923859
"balkhash,kz",46.844,74.9804,81.21,47,0,20.13,KZ,1626923859
"husavik,is",66.0449,-17.3389,57.11,87,0,2.33,IS,1626923859
"castro,cl",-42.4721,-73.7732,49.48,93,90,13.8,CL,1626923860
"bethel,us",41.3712,-73.414,71.02,84,0,7.36,US,1626923860
"pondicherry,in",11.93,79.83,84.65,58,100,13.4,IN,1626923796
"guerrero negro,mx",27.9769,-114.0611,70.16,83,64,16.08,MX,1626923722
"sao jose da coroa grande,br",-8.8978,-35.1478,74.5,82,18,10.83,BR,1626923861
"bicester,gb",51.9,-1.1536,66.72,91,0,4.36,GB,1626923861
"safford,us",32.834,-109.7076,94.12,26,20,5.75,US,1626923861
"visby,se",57.6409,18.296,67.86,77,23,8.05,SE,1626923862
"cidreira,br",-30.1811,-50.2056,52.74,65,0,3.09,BR,1626923862
"ulaangom,mn",49.9811,92.0667,78.35,36,98,4.72,MN,1626923862
"junin,ar",-34.5838,-60.9433,48.97,61,93,9.04,AR,1626923862
"beringovskiy,ru",63.05,179.3167,55.81,66,36,6.11,RU,1626923863
"longview,us",32.5007,-94.7405,79.43,78,1,5.75,US,1626923648
"comodoro rivadavia,ar",-45.8667,-67.5,55.26,50,0,11.5,AR,1626923863
"fairbanks,us",64.8378,-147.7164,80.56,41,20,4.61,US,1626923852
